condition	symptom_id
heat-exhaustion-heatstroke	328
heat-exhaustion-heatstroke	413
heat-exhaustion-heatstroke	520
heat-exhaustion-heatstroke	744
heat-exhaustion-heatstroke	745
heat-exhaustion-heatstroke	746
heat-exhaustion-heatstroke	747
heat-exhaustion-heatstroke	748
heat-exhaustion-heatstroke	749
heat-rash-prickly-heat	342
heat-rash-prickly-heat	610
heat-rash-prickly-heat	750
heat-rash-prickly-heat	751
heat-rash-prickly-heat	752
henoch-schonlein-purpura-hsp	753
henoch-schonlein-purpura-hsp	754
hepatitis	37
hepatitis	40
hepatitis	41
hepatitis	46
hepatitis	49
hepatitis	54
hepatitis	242
hepatitis	248
hepatitis	266
hepatitis	400
hepatitis-a	37
hepatitis-a	41
hepatitis-a	46
hepatitis-a	49
hepatitis-a	106
hepatitis-a	157
hepatitis-a	160
hepatitis-a	242
hepatitis-a	266
hepatitis-b	37
hepatitis-b	41
hepatitis-b	49
hepatitis-b	106
hepatitis-b	160
hepatitis-b	242
hepatitis-b	266
hepatitis-c	37
hepatitis-c	40
hepatitis-c	41
hepatitis-c	49
hepatitis-c	54
hepatitis-c	73
hepatitis-c	248
hepatitis-c	343
hepatitis-c	755
hereditary-haemorrahagic-telangiectasia	756
hereditary-haemorrahagic-telangiectasia	757
hereditary-spastic-paraplegia	306
hereditary-spastic-paraplegia	758
herpes-simplex-eye-infections	79
herpes-simplex-eye-infections	300
herpes-simplex-eye-infections	301
herpes-simplex-eye-infections	601
herpes-simplex-eye-infections	690
herpes-simplex-eye-infections	759
herpes-simplex-eye-infections	760
herpetic-whitlow	23
herpetic-whitlow	37
herpetic-whitlow	761
herpetic-whitlow	762
hiatus-hernia	12
hiatus-hernia	49
hiatus-hernia	346
hiatus-hernia	433
hiatus-hernia	540
hiatus-hernia	741
hidradenitis-suppurativa	687
hidradenitis-suppurativa	763
hidradenitis-suppurativa	764
hidradenitis-suppurativa	765
hidradenitis-suppurativa	766
high-blood-pressure	7
high-blood-pressure	78
high-blood-sugar-hyperglycaemia	10
high-blood-sugar-hyperglycaemia	48
high-blood-sugar-hyperglycaemia	54
high-blood-sugar-hyperglycaemia	71
high-blood-sugar-hyperglycaemia	78
hirschsprungs-disease	346
hirschsprungs-disease	416
hirschsprungs-disease	455
hirschsprungs-disease	461
hirschsprungs-disease	767
hirschsprungs-disease	768
hives	106
hives	248
hives	640
hives	701
hives	769
hives	770
hives	771
hives	772
hives	773
hives	774
hives	775
hives	776
hives	777
hives	778
hives	779
hives	780
hives	781
hives	782
hives	783
hives	784
hives	785
hives	786
hives	787
hives	788
hives	789
huntingtons-disease	10
huntingtons-disease	72
huntingtons-disease	113
huntingtons-disease	283
huntingtons-disease	403
huntingtons-disease	667
huntingtons-disease	755
huntingtons-disease	790
huntingtons-disease	791
huntingtons-disease	792
hydrocephalus	39
hydrocephalus	78
hydrocephalus	318
hydronephrosis	37
hydronephrosis	160
hydronephrosis	233
hydronephrosis	242
hydronephrosis	269
hydronephrosis	270
hyperacusis	339
hyperacusis	793
hyperacusis	794
hyperacusis	795
hyperparathyroidism	40
hyperparathyroidism	48
hyperparathyroidism	49
hyperparathyroidism	71
hyperparathyroidism	113
hyperparathyroidism	306
hyperparathyroidism	343
hyperparathyroidism	796
hypoparathyroidism	78
hypoparathyroidism	89
hypoparathyroidism	181
hypoparathyroidism	196
hypoparathyroidism	343
hypoparathyroidism	797
hypoparathyroidism	798
hypothermia	51
hypothermia	84
hypothermia	87
hypothermia	88
hypothermia	799
hypothermia	800
hypothermia	801
ichthyosis	193
ichthyosis	195
ichthyosis	361
ichthyosis	446
ichthyosis	802
ichthyosis	803
ichthyosis	804
ichthyosis	805
idiopathic-pulmonary-fibrosis	40
idiopathic-pulmonary-fibrosis	52
idiopathic-pulmonary-fibrosis	64
idiopathic-pulmonary-fibrosis	169
idiopathic-pulmonary-fibrosis	170
impetigo	336
impetigo	422
impetigo	427
impetigo	806
impetigo	807
impetigo	808
impetigo	809
impetigo	810
indigestion	38
indigestion	346
indigestion	433
indigestion	683
indigestion	741
indigestion	811
inflammatory-bowel-disease	54
inflammatory-bowel-disease	57
inflammatory-bowel-disease	123
inflammatory-bowel-disease	295
inflammatory-bowel-disease	343
inflammatory-bowel-disease	388
ingrown-hairs	145
ingrown-hairs	765
ingrown-hairs	812
ingrown-hairs	813
ingrown-hairs	814
ingrown-toenail	37
ingrown-toenail	815
ingrown-toenail	816
ingrown-toenail	817
insect-bites-and-stings	342
insect-bites-and-stings	818
insect-bites-and-stings	819
insect-bites-and-stings	820
insomnia	24
insomnia	277
insomnia	641
insomnia	821
insomnia	822
insomnia	823
iron-deficiency-anaemia	12
iron-deficiency-anaemia	17
iron-deficiency-anaemia	54
iron-deficiency-anaemia	64
iron-deficiency-anaemia	165
iron-deficiency-anaemia	348
iron-deficiency-anaemia	803
iron-deficiency-anaemia	824
iron-deficiency-anaemia	825
iron-deficiency-anaemia	826
iron-deficiency-anaemia	827
iron-deficiency-anaemia	828
iron-deficiency-anaemia	829
iron-deficiency-anaemia	830
irritable-bowel-syndrome-ibs	49
irritable-bowel-syndrome-ibs	54
irritable-bowel-syndrome-ibs	73
irritable-bowel-syndrome-ibs	128
irritable-bowel-syndrome-ibs	269
irritable-bowel-syndrome-ibs	346
irritable-bowel-syndrome-ibs	388
irritable-bowel-syndrome-ibs	431
irritable-bowel-syndrome-ibs	461
irritable-bowel-syndrome-ibs	577
irritable-bowel-syndrome-ibs	831
irritable-bowel-syndrome-ibs	832
japanese-encephalitis	19
japanese-encephalitis	37
japanese-encephalitis	46
japanese-encephalitis	49
japanese-encephalitis	89
japanese-encephalitis	95
japanese-encephalitis	238
japanese-encephalitis	289
japanese-encephalitis	343
jaundice-in-babies	132
jaundice-in-babies	833
jet-lag	54
jet-lag	72
jet-lag	529
jet-lag	642
jet-lag	834
jet-lag	835
kawasaki-disease	188
kawasaki-disease	248
kawasaki-disease	252
kawasaki-disease	329
kawasaki-disease	366
kawasaki-disease	573
kawasaki-disease	836
kawasaki-disease	837
keloid-scars	679
keloid-scars	838
keratosis-pilaris	4
keratosis-pilaris	640
kidney-cancer	40
kidney-cancer	54
kidney-cancer	233
kidney-cancer	240
kidney-cancer	275
kidney-cancer	413
kidney-cancer	839
kidney-disease	38
kidney-disease	64
kidney-disease	233
kidney-disease	395
kidney-infection	37
kidney-infection	49
kidney-infection	242
kidney-infection	267
kidney-infection	269
kidney-infection	840
kidney-infection	841
kidney-infection	842
kidney-stones	49
kidney-stones	160
kidney-stones	843
klinefelters-syndrome	844
knock-knees	845
kyphosis	846
kyphosis	847
kyphosis	848
kyphosis	849
labyrinthitis	16
labyrinthitis	17
labyrinthitis	18
labyrinthitis	49
labyrinthitis	490
lambert-eaton-myasthenic-syndrome	12
lambert-eaton-myasthenic-syndrome	54
lambert-eaton-myasthenic-syndrome	249
lambert-eaton-myasthenic-syndrome	263
lambert-eaton-myasthenic-syndrome	282
lambert-eaton-myasthenic-syndrome	369
lambert-eaton-myasthenic-syndrome	440
lambert-eaton-myasthenic-syndrome	850
lambert-eaton-myasthenic-syndrome	851
lambert-eaton-myasthenic-syndrome	852
lambert-eaton-myasthenic-syndrome	853
laryngeal-cancer	12
laryngeal-cancer	57
laryngeal-cancer	64
laryngeal-cancer	275
laryngeal-cancer	347
laryngeal-cancer	390
laryngeal-cancer	540
laryngitis	37
laryngitis	40
laryngitis	169
laryngitis	332
laryngitis	347
laryngitis	628
laryngitis	697
laryngitis	854
lazy-eye	81
lazy-eye	174
lazy-eye	361
lazy-eye	586
lazy-eye	855
lazy-eye	856
lazy-eye	857
lazy-eye	858
lazy-eye	859
lazy-eye	860
lazy-eye	861
leg-ulcer	50
leg-ulcer	573
leg-ulcer	862
leg-ulcer	863
leg-ulcer	864
leg-ulcer	865
leg-ulcer	866
leg-ulcer	867
leg-ulcer	868
leg-ulcer	869
leg-ulcer	870
legionnaires-disease	37
legionnaires-disease	46
legionnaires-disease	64
legionnaires-disease	101
legionnaires-disease	871
leptospirosis	37
leptospirosis	41
leptospirosis	46
leptospirosis	49
leptospirosis	343
leptospirosis	440
leptospirosis	872
leukoplakia	349
leukoplakia	873
leukoplakia	874
lichen-planus	4
lichen-planus	349
lichen-planus	772
lichen-planus	803
lichen-planus	809
lichen-planus	875
lichen-planus	876
lichen-planus	877
lichen-planus	878
lichen-planus	879
lichen-planus	880
lichen-planus	881
lichen-planus	882
lichen-sclerosus	3
lichen-sclerosus	609
lichen-sclerosus	883
lichen-sclerosus	884
lichen-sclerosus	885
lipoedema	886
lipoedema	887
lipoma	686
lipoma	888
listeriosis	37
listeriosis	49
listeriosis	889
listeriosis	890
listeriosis	891
liver-cancer	37
liver-cancer	40
liver-cancer	41
liver-cancer	49
liver-cancer	54
liver-cancer	346
liver-cancer	680
liver-cancer	684
liver-cancer	892
liver-disease	40
liver-disease	41
liver-disease	49
liver-disease	54
liver-disease	248
liver-disease	503
long-qt-syndrome	89
long-qt-syndrome	165
long-qt-syndrome	335
low-blood-pressure-hypotension	18
low-blood-pressure-hypotension	38
low-blood-pressure-hypotension	78
low-blood-pressure-hypotension	354
low-blood-sugar-hypoglycaemia	18
low-blood-sugar-hypoglycaemia	54
low-blood-sugar-hypoglycaemia	89
low-blood-sugar-hypoglycaemia	90
low-blood-sugar-hypoglycaemia	95
low-blood-sugar-hypoglycaemia	165
low-blood-sugar-hypoglycaemia	300
low-blood-sugar-hypoglycaemia	432
low-blood-sugar-hypoglycaemia	523
low-blood-sugar-hypoglycaemia	893
low-blood-sugar-hypoglycaemia	894
lung-cancer	7
lung-cancer	8
lung-cancer	12
lung-cancer	40
lung-cancer	54
lung-cancer	147
lung-cancer	169
lung-cancer	347
lung-cancer	541
lung-cancer	871
lung-cancer	895
lung-cancer	896
lupus	10
lupus	37
lupus	54
lupus	113
lupus	348
lupus	366
lupus	440
lupus	803
lupus	897
lupus	898
lupus	899
lyme-disease	26
lyme-disease	37
lyme-disease	72
lyme-disease	120
lyme-disease	132
lyme-disease	440
lyme-disease	517
lyme-disease	900
lyme-disease	901
lyme-disease	902
lyme-disease	903
lymphoedema	318
lymphoedema	693
lymphoedema	904
lymphoedema	905
lymphoedema	906
lymphoedema	907
lymphoedema	908
lymphoedema	909
lymphoedema	910
lymphoedema	911
malaria	37
malaria	40
malaria	41
malaria	440
malaria	912
malaria	913
malaria	914
malaria	915
malignant-brain-tumour	19
malignant-brain-tumour	89
malignant-brain-tumour	300
malignant-brain-tumour	305
malignant-brain-tumour	916
malignant-brain-tumour	917
mallet-finger	317
mallet-finger	918
mallet-finger	919
marfan-syndrome	50
marfan-syndrome	78
marfan-syndrome	141
marfan-syndrome	607
marfan-syndrome	920
marfan-syndrome	921
marfan-syndrome	922
marfan-syndrome	923
marfan-syndrome	924
marfan-syndrome	925
mastitis	46
mastitis	308
mastitis	926
mastitis	927
mastitis	928
mastoiditis	16
mastoiditis	37
mastoiditis	389
mastoiditis	823
mastoiditis	929
mastoiditis	930
mastoiditis	931
measles	37
measles	99
measles	101
measles	932
measles	933
medically-unexplained-symptoms	7
medically-unexplained-symptoms	89
medically-unexplained-symptoms	141
medically-unexplained-symptoms	165
medically-unexplained-symptoms	166
medically-unexplained-symptoms	306
medically-unexplained-symptoms	343
medically-unexplained-symptoms	358
medically-unexplained-symptoms	440
menieres-disease	16
menieres-disease	17
menieres-disease	18
menieres-disease	49
menieres-disease	183
menieres-disease	390
meningitis	39
meningitis	89
meningitis	288
meningitis	299
meningitis	440
meningitis	506
meningitis	514
meningitis	573
meningitis	914
meningitis	934
meningitis	935
meningitis	936
meningitis	937
meningitis	938
meningitis	939
middle-east-respiratory-syndrome-mers	37
middle-east-respiratory-syndrome-mers	46
middle-east-respiratory-syndrome-mers	64
middle-east-respiratory-syndrome-mers	101
migraine	18
migraine	49
migraine	71
migraine	75
migraine	84
migraine	238
migraine	299
migraine	358
migraine	403
migraine	645
migraine	940
migraine	941
migraine	942
migraine	943
migraine	944
migraine	945
miscarriage	160
miscarriage	255
miscarriage	596
miscarriage	946
miscarriage	947
miscarriage	948
miscarriage	949
mortons-neuroma	950
mortons-neuroma	951
mortons-neuroma	952
motion-sickness	39
motion-sickness	49
motion-sickness	953
motor-neurone-disease	9
motor-neurone-disease	283
motor-neurone-disease	403
motor-neurone-disease	748
motor-neurone-disease	954
motor-neurone-disease	955
motor-neurone-disease	956
mouth-cancer	12
mouth-cancer	57
mouth-cancer	347
mouth-cancer	348
mouth-cancer	349
mouth-cancer	957
mouth-cancer	958
mouth-cancer	959
mouth-ulcers	422
mouth-ulcers	960
mouth-ulcers	961
mpox	19
mpox	26
mpox	37
mpox	366
mpox	440
mpox	962
mpox	963
mpox	964
multiple-sclerosis	54
multiple-sclerosis	181
multiple-sclerosis	269
multiple-sclerosis	300
multiple-sclerosis	358
multiple-sclerosis	490
multiple-sclerosis	525
multiple-sclerosis	965
multiple-system-atrophy	12
multiple-system-atrophy	24
multiple-system-atrophy	84
multiple-system-atrophy	166
multiple-system-atrophy	249
multiple-system-atrophy	269
multiple-system-atrophy	327
multiple-system-atrophy	461
multiple-system-atrophy	966
multiple-system-atrophy	967
multiple-system-atrophy	968
multiple-system-atrophy	969
mumps	37
mumps	38
mumps	40
mumps	108
mumps	390
mumps	440
mumps	970
mumps	971
muscular-dystrophy	306
muscular-dystrophy	318
muscular-dystrophy	440
muscular-dystrophy	446
muscular-dystrophy	851
muscular-dystrophy	972
muscular-dystrophy	973
myasthenia-gravis	12
myasthenia-gravis	64
myasthenia-gravis	84
myasthenia-gravis	262
myasthenia-gravis	362
myasthenia-gravis	369
myasthenia-gravis	598
myelodysplastic-syndrome-mds	54
myelodysplastic-syndrome-mds	56
myelodysplastic-syndrome-mds	393
myelodysplastic-syndrome-mds	394
myelodysplastic-syndrome-mds	736
myelodysplastic-syndrome-mds	937
myeloma	54
myeloma	57
myeloma	64
myeloma	71
myeloma	268
myeloma	306
myositis	10
myositis	54
myositis	283
myositis	306
myositis	396
myositis	440
myositis	851
myositis	974
myositis	975
myositis	976
narcolepsy	77
narcolepsy	755
narcolepsy	977
narcolepsy	978
narcolepsy	979
necrotising-fasciitis	46
necrotising-fasciitis	49
necrotising-fasciitis	188
necrotising-fasciitis	980
necrotising-fasciitis	981
neurofibromatosis-type-1	487
neurofibromatosis-type-1	982
neurofibromatosis-type-1	983
neurofibromatosis-type-1	984
neurofibromatosis-type-1	985
neurofibromatosis-type-1	986
neurofibromatosis-type-1	987
neurofibromatosis-type-2	16
neurofibromatosis-type-2	17
neurofibromatosis-type-2	21
neurofibromatosis-type-2	49
neurofibromatosis-type-2	89
neurofibromatosis-type-2	120
neurofibromatosis-type-2	183
neurofibromatosis-type-2	262
neurofibromatosis-type-2	361
neurofibromatosis-type-2	647
neurofibromatosis-type-2	986
neurofibromatosis-type-2	988
neurofibromatosis-type-2	989
neurofibromatosis-type-2	990
neuromyelitis-optica	128
neuromyelitis-optica	184
neuromyelitis-optica	369
neuromyelitis-optica	707
neuromyelitis-optica	965
neuromyelitis-optica	991
neuromyelitis-optica	992
night-terrors	993
night-terrors	994
night-terrors	995
night-terrors	996
night-terrors	997
night-terrors	998
night-terrors	999
non-alcoholic-fatty-liver-disease	46
non-alcoholic-fatty-liver-disease	54
non-alcoholic-fatty-liver-disease	267
non-alcoholic-fatty-liver-disease	1000
non-allergic-rhinitis	332
non-allergic-rhinitis	333
non-allergic-rhinitis	1001
non-cancerous-benign-brain-tumours	49
non-cancerous-benign-brain-tumours	51
non-cancerous-benign-brain-tumours	89
non-cancerous-benign-brain-tumours	300
non-cancerous-benign-brain-tumours	305
non-cancerous-benign-brain-tumours	988
non-cancerous-benign-brain-tumours	1002
non-hodgkin-lymphoma	37
non-hodgkin-lymphoma	57
non-hodgkin-lymphoma	64
non-hodgkin-lymphoma	248
non-hodgkin-lymphoma	396
non-hodgkin-lymphoma	1003
oesophageal-cancer	12
oesophageal-cancer	40
oesophageal-cancer	49
oesophageal-cancer	54
oesophageal-cancer	169
oesophageal-cancer	347
oesophageal-cancer	741
oesophageal-cancer	1004
oesophageal-cancer	1005
oesophageal-cancer	1006
orf	37
orf	54
orf	366
orf	722
orf	769
orf	1007
orf	1008
orf	1009
osteoarthritis	46
osteoarthritis	1010
osteomyelitis	37
osteomyelitis	188
osteomyelitis	1011
osteomyelitis	1012
osteomyelitis	1013
osteophyte	358
osteophyte	1014
otosclerosis	16
otosclerosis	17
otosclerosis	183
ovarian-cancer	54
ovarian-cancer	57
ovarian-cancer	141
ovarian-cancer	157
ovarian-cancer	160
ovarian-cancer	269
ovarian-cancer	351
ovarian-cancer	395
ovarian-cancer	684
ovarian-cyst	29
ovarian-cyst	71
ovarian-cyst	346
ovarian-cyst	374
ovarian-cyst	419
ovarian-cyst	461
ovarian-cyst	684
ovarian-cyst	832
ovarian-cyst	1015
overactive-thyroid-hyperthyroidism	10
overactive-thyroid-hyperthyroidism	24
overactive-thyroid-hyperthyroidism	54
overactive-thyroid-hyperthyroidism	165
overactive-thyroid-hyperthyroidism	467
overactive-thyroid-hyperthyroidism	698
overactive-thyroid-hyperthyroidism	1016
overactive-thyroid-hyperthyroidism	1017
overactive-thyroid-hyperthyroidism	1018
pagets-disease-bone	1019
pagets-disease-bone	1020
pagets-disease-bone	1021
pagets-disease-bone	1022
pancreatic-cancer	37
pancreatic-cancer	40
pancreatic-cancer	41
pancreatic-cancer	49
pancreatic-cancer	54
pancreatic-cancer	346
pancreatic-cancer	461
pancreatic-cancer	1023
parkinsons-disease	24
parkinsons-disease	113
parkinsons-disease	183
parkinsons-disease	264
parkinsons-disease	467
parkinsons-disease	755
parkinsons-disease	1024
parkinsons-disease	1025
pelvic-inflammatory-disease-pid	29
pelvic-inflammatory-disease-pid	160
pelvic-inflammatory-disease-pid	350
pelvic-inflammatory-disease-pid	374
pelvic-inflammatory-disease-pid	383
pemphigus-vulgaris	365
perforated-eardrum	16
perforated-eardrum	17
perforated-eardrum	18
perforated-eardrum	37
perforated-eardrum	389
perforated-eardrum	390
perforated-eardrum	588
pericarditis	7
pericarditis	26
pericarditis	37
pericarditis	101
pericarditis	627
pericarditis	1026
pericarditis	1027
peripheral-arterial-disease-pad	249
peripheral-arterial-disease-pad	1028
peripheral-arterial-disease-pad	1029
peripheral-arterial-disease-pad	1030
peripheral-arterial-disease-pad	1031
peripheral-arterial-disease-pad	1032
peripheral-arterial-disease-pad	1033
peripheral-arterial-disease-pad	1034
peripheral-arterial-disease-pad	1035
peripheral-arterial-disease-pad	1036
peripheral-neuropathy	358
peripheral-neuropathy	490
peripheral-neuropathy	1037
peripheral-neuropathy	1038
peritonitis	37
peritonitis	197
peritonitis	270
peritonitis	343
peritonitis	346
peritonitis	1039
phaeochromocytoma	49
phaeochromocytoma	165
phaeochromocytoma	234
phaeochromocytoma	413
phaeochromocytoma	467
phaeochromocytoma	523
phaeochromocytoma	1040
phimosis	233
phimosis	244
phimosis	258
phimosis	260
phimosis	261
phimosis	885
phimosis	1011
phlebitis	1011
phlebitis	1041
phlebitis	1042
piles-haemorrhoids	122
piles-haemorrhoids	124
piles-haemorrhoids	386
piles-haemorrhoids	461
piles-haemorrhoids	1043
piles-haemorrhoids	1044
pilonidal-sinus	1045
pilonidal-sinus	1046
pilonidal-sinus	1047
pityriasis-rosea	19
pityriasis-rosea	37
pityriasis-rosea	46
pityriasis-rosea	332
pityriasis-rosea	772
pityriasis-versicolor	1048
plantar-fasciitis	1049
plantar-fasciitis	1050
plantar-fasciitis	1051
plantar-fasciitis	1052
pleurisy	7
pleurisy	161
pmdd-premenstrual-dysphoric-disorder	38
pmdd-premenstrual-dysphoric-disorder	54
pmdd-premenstrual-dysphoric-disorder	113
pmdd-premenstrual-dysphoric-disorder	346
pmdd-premenstrual-dysphoric-disorder	440
pmdd-premenstrual-dysphoric-disorder	749
pmdd-premenstrual-dysphoric-disorder	1053
pmdd-premenstrual-dysphoric-disorder	1054
pmdd-premenstrual-dysphoric-disorder	1055
pmdd-premenstrual-dysphoric-disorder	1056
pneumonia	7
pneumonia	37
pneumonia	40
pneumonia	54
pneumonia	64
pneumonia	95
pneumonia	101
pneumonia	399
pneumonia	662
poisoning	49
poisoning	64
poisoning	78
poisoning	89
poisoning	90
poisoning	573
poisoning	842
polio	37
polio	46
polio	49
polio	54
polio	290
polio	299
polio	306
polio	440
polyhydramnios	50
polyhydramnios	741
polyhydramnios	1057
polymorphic-light-eruption	188
polymorphic-light-eruption	610
polymorphic-light-eruption	772
polymorphic-light-eruption	807
polymorphic-light-eruption	1058
polymorphic-light-eruption	1059
polymorphic-light-eruption	1060
polymorphic-light-eruption	1061
polymyalgia-rheumatica	10
polymyalgia-rheumatica	40
polymyalgia-rheumatica	54
polymyalgia-rheumatica	168
pompholyx	4
pompholyx	810
postural-tachycardia-syndrome	7
postural-tachycardia-syndrome	54
postural-tachycardia-syndrome	64
postural-tachycardia-syndrome	68
postural-tachycardia-syndrome	165
postural-tachycardia-syndrome	166
postural-tachycardia-syndrome	461
postural-tachycardia-syndrome	525
postural-tachycardia-syndrome	1062
postural-tachycardia-syndrome	1063
postural-tachycardia-syndrome	1064
prader-willi-syndrome	306
prader-willi-syndrome	487
prader-willi-syndrome	1065
prader-willi-syndrome	1066
prader-willi-syndrome	1067
prader-willi-syndrome	1068
pre-eclampsia	38
pre-eclampsia	49
pre-eclampsia	234
pre-eclampsia	238
pre-eclampsia	240
pre-eclampsia	300
pre-eclampsia	741
pre-eclampsia	1069
pre-menstrual-syndrome	54
pre-menstrual-syndrome	346
pre-menstrual-syndrome	504
pre-menstrual-syndrome	942
pre-menstrual-syndrome	1017
pre-menstrual-syndrome	1056
pre-menstrual-syndrome	1070
pre-menstrual-syndrome	1071
pre-menstrual-syndrome	1072
primary-biliary-cholangitis-pbc	54
primary-biliary-cholangitis-pbc	248
primary-biliary-cholangitis-pbc	400
primary-biliary-cholangitis-pbc	602
primary-biliary-cholangitis-pbc	1019
progressive-supranuclear-palsy-psp	12
progressive-supranuclear-palsy-psp	84
progressive-supranuclear-palsy-psp	466
progressive-supranuclear-palsy-psp	731
progressive-supranuclear-palsy-psp	1073
progressive-supranuclear-palsy-psp	1074
progressive-supranuclear-palsy-psp	1075
prostate-cancer	233
prostate-cancer	249
prostate-cancer	269
prostate-cancer	270
prostate-cancer	618
prostate-cancer	1076
prostate-cancer	1077
prostate-cancer	1078
prostate-cancer	1079
prostatitis	37
prostatitis	269
prostatitis	270
prostatitis	374
prostatitis	1080
psoriasis	3
psoriasis	145
psoriasis	805
psoriasis	1081
psoriasis	1082
psoriasis	1083
psoriasis	1084
psoriasis	1085
psoriasis	1086
psoriasis	1087
psoriatic-arthritis	23
psoriatic-arthritis	54
psoriatic-arthritis	168
psoriatic-arthritis	829
psoriatic-arthritis	1088
pubic-lice	826
pubic-lice	1089
pubic-lice	1090
pubic-lice	1091
pubic-lice	1092
pudendal-neuralgia	71
pudendal-neuralgia	244
pudendal-neuralgia	249
pudendal-neuralgia	374
pudendal-neuralgia	707
pudendal-neuralgia	1093
pudendal-neuralgia	1094
pudendal-neuralgia	1095
pulmonary-embolism	50
pulmonary-embolism	64
pulmonary-embolism	147
pulmonary-embolism	331
pulmonary-hypertension	7
pulmonary-hypertension	18
pulmonary-hypertension	64
pulmonary-hypertension	165
pulmonary-hypertension	395
pyoderma-gangrenosum	37
pyoderma-gangrenosum	440
pyoderma-gangrenosum	960
pyoderma-gangrenosum	964
pyoderma-gangrenosum	1096
pyoderma-gangrenosum	1097
q-fever	37
q-fever	38
q-fever	46
q-fever	332
q-fever	366
q-fever	440
rabies	77
rabies	281
rabies	283
rabies	289
rabies	1098
reactive-arthritis	54
reactive-arthritis	168
reactive-arthritis	244
reactive-arthritis	348
reactive-arthritis	932
reactive-arthritis	1099
reactive-arthritis	1100
reactive-arthritis	1101
reactive-arthritis	1102
repetitive-strain-injury-rsi	181
repetitive-strain-injury-rsi	358
repetitive-strain-injury-rsi	466
repetitive-strain-injury-rsi	1103
respiratory-tract-infection	37
respiratory-tract-infection	105
respiratory-tract-infection	171
respiratory-tract-infection	267
respiratory-tract-infection	332
respiratory-tract-infection	333
respiratory-tract-infection	440
restless-legs-syndrome	50
restless-legs-syndrome	830
restless-legs-syndrome	1104
retinal-ocular-migraine	49
retinal-ocular-migraine	645
retinal-ocular-migraine	647
retinal-ocular-migraine	1105
retinal-ocular-migraine	1106
retinal-ocular-migraine	1107
retinoblastoma	81
retinoblastoma	185
retinoblastoma	301
retinoblastoma	361
retinoblastoma	1108
retinoblastoma	1109
retinoblastoma	1110
reyes-syndrome	39
reyes-syndrome	89
reyes-syndrome	90
reyes-syndrome	95
reyes-syndrome	112
reyes-syndrome	328
reyes-syndrome	517
rheumatic-fever	26
rheumatic-fever	37
rheumatic-fever	1111
rheumatic-fever	1112
rheumatic-fever	1113
rheumatic-fever	1114
rheumatoid-arthritis	7
rheumatoid-arthritis	10
rheumatoid-arthritis	37
rheumatoid-arthritis	54
rheumatoid-arthritis	602
rheumatoid-arthritis	1115
rheumatoid-arthritis	1116
rickets-and-osteomalacia	268
rickets-and-osteomalacia	450
rickets-and-osteomalacia	850
rickets-and-osteomalacia	1117
rickets-and-osteomalacia	1118
rickets-and-osteomalacia	1119
rickets-and-osteomalacia	1120
rickets-and-osteomalacia	1121
ringworm	132
ringworm	188
ringworm	772
rosacea	108
rosacea	188
rosacea	271
rosacea	538
rosacea	1122
rosacea	1123
rosacea	1124
rosacea	1125
rubella	37
rubella	332
rubella	333
rubella	772
rubella	932
rubella	1126
rubella	1127
salivary-gland-stones	537
salivary-gland-stones	1128
salivary-gland-stones	1129
salivary-gland-stones	1130
sarcoidosis	7
sarcoidosis	26
sarcoidosis	54
sarcoidosis	64
sarcoidosis	103
sarcoidosis	196
sarcoidosis	323
sarcoidosis	366
sarcoidosis	1019
sarcoidosis	1131
scarlet-fever	132
scarlet-fever	188
scarlet-fever	837
scarlet-fever	1132
scarlet-fever	1133
scarlet-fever	1134
scarlet-fever	1135
scarlet-fever	1136
schistosomiasis	38
schistosomiasis	101
schistosomiasis	233
schistosomiasis	573
schistosomiasis	1137
schistosomiasis	1138
schistosomiasis	1139
schistosomiasis	1140
schistosomiasis	1141
schistosomiasis	1142
sciatica	141
sciatica	161
sciatica	358
sciatica	1143
scoliosis	141
scoliosis	848
scoliosis	1144
scoliosis	1145
scoliosis	1146
scoliosis	1147
scurvy	54
scurvy	69
scurvy	591
scurvy	610
scurvy	1148
scurvy	1149
sepsis	16
sepsis	39
sepsis	54
sepsis	64
sepsis	84
sepsis	87
sepsis	89
sepsis	113
sepsis	120
sepsis	270
sepsis	440
sepsis	525
sepsis	583
sepsis	628
sepsis	842
sepsis	936
sepsis	937
sepsis	939
sepsis	962
sepsis	1150
sepsis	1151
sepsis	1152
sepsis	1153
sepsis	1154
sepsis	1155
sepsis	1156
shin-splints	1157
shingles	132
shingles	493
shingles	1158
shingles	1159
shingles	1160
short-sightedness	19
short-sightedness	858
short-sightedness	1161
short-sightedness	1162
sick-building-syndrome	54
sick-building-syndrome	99
sick-building-syndrome	105
sick-building-syndrome	132
sick-building-syndrome	1123
sick-building-syndrome	1163
sickle-cell-disease	1164
sickle-cell-disease	1165
silicosis	54
silicosis	64
silicosis	169
silicosis	1166
sinusitis-sinus-infection	19
sinusitis-sinus-infection	37
sinusitis-sinus-infection	101
sinusitis-sinus-infection	104
sinusitis-sinus-infection	264
sinusitis-sinus-infection	333
sinusitis-sinus-infection	441
sinusitis-sinus-infection	442
sinusitis-sinus-infection	540
sinusitis-sinus-infection	1167
sinusitis-sinus-infection	1168
sinusitis-sinus-infection	1169
sjogrens-syndrome	12
sjogrens-syndrome	54
sjogrens-syndrome	169
sjogrens-syndrome	263
sjogrens-syndrome	347
